feature1,feature2,feature3,feature4,feature5,feature6,feature7,target
3.24235798584332,-0.8747563743005857,-1.1608557962547712,2.7505828701079897,0.3571138256034707,-0.6957529470110665,0.6406940854126055,0
0.8281517554133573,0.3753196258941296,-0.8861135446176404,-2.987412794541088,-1.784753193487148,1.8046274151183532,-1.7704585030521551,0
0.757911919391125,0.7407290080490754,-0.17822052563579405,-2.1046486313462047,1.576795119426223,0.4730205726045861,0.24126370812579206,1
-0.26568136192668934,-1.2407546412392836,-1.5397691424060358,0.8093435902424001,-1.6778935225633014,-0.10686466040218653,-1.5122799882377913,0
-2.0337909019795233,0.19679286854117395,-0.13278502062749542,1.950021279086812,-0.21555847725020172,-2.0127664279238653,0.45894972311206966,2
-0.2305296410028428,1.6208546693953125,-0.6814279665663314,-2.376923375727597,-2.679725597460184,0.5617683367605899,-1.3092893357698658,0
-0.9231587435871625,-1.0984378986008387,-1.0563369775805505,-1.4600253899393336,-1.3213933842869927,1.111753503007981,-2.0284675243099226,0
1.5081975592784593,1.2166137647727497,0.898712816385348,-0.37136389099747436,-2.3616907562053164,1.0187165505944273,0.03298063684325659,0
2.173250256279972,0.1189807683540931,-0.6422458386122647,1.4361111398217252,-1.7823656916131785,-0.0916186230630709,-0.08893894716758559,0
-2.2594010595018013,-0.36763937270250946,-2.6216114490974496,-0.008772158548129738,-1.6937535778905926,-1.4988845064761693,-1.9388583964064159,0
2.2456644062000795,0.6627057331300321,-1.5762090754410543,3.457028096977592,-2.1531348811954283,-2.0878916636624867,0.46810295683458264,0
-0.20450206417540828,-0.37508673458045905,-4.013409453151244,-1.4270391344469298,-0.5843375243451292,-1.026848564821884,-2.2711217949404574,0
-1.5546765818832629,-1.66496580303802,-0.5221449048566509,-0.17601675663453475,-0.4907689434906898,0.5969599046534263,-1.425851631238277,0
1.3184163252634409,-0.6660563119810556,-2.058065000956156,2.4006333369777373,-1.9476863099119561,-1.1530641074598251,-0.7589714206555163,0
-0.33748942295965256,-1.1298000413707094,-1.9826306396834763,1.6710583218203447,-2.3773291597906745,-0.7852070953024112,-1.568058058693927,0
1.6851120403882927,-0.6984197017054774,-0.7594616920481015,1.048592064537086,-0.5308196563344704,0.1471371207030734,-0.25190893833715533,0
0.9489627652999812,-2.763540241467209,-2.3214959281559646,1.744440415750202,0.3150798289772445,-0.16819047452699215,-1.3130126675247282,0
0.9836450352604126,-1.245361693094062,-2.009476986229755,2.3939124539553127,-1.4769948925178813,-0.9547581974477022,-0.8927154352830982,0
0.0276115821532793,-0.10191064240481995,-0.9878774264342236,1.06390371036725,-2.5654208529472884,-0.4136513454138732,-0.9729210755235319,0
1.6522000449934646,-2.083828201078514,-1.0919889457170693,0.4654701142128871,-0.028910874889413574,1.140314161047158,-1.0809921245609797,0
-1.7989346867253166,-0.6775797693139886,0.25543583485145427,-0.362663479307356,-0.9495040678896085,0.49111552062197183,-0.9394124643888488,0
